step,loss,category
1000,272.2171325683594,train
1000,-32.119340651109816,eval
2000,21.842939376831055,train
2000,-30.277212761342525,eval
3000,25.35503578186035,train
3000,-32.339047726988795,eval
4000,25.238113403320312,train
4000,-29.95663456618786,eval
5000,25.966772079467773,train
5000,-32.54419461041689,eval
6000,26.183666229248047,train
6000,-28.99390754625201,eval
7000,26.901348114013672,train
7000,-34.02202255427837,eval
8000,27.79080581665039,train
8000,-32.02545391097665,eval
9000,25.566059112548828,train
9000,-29.329580411314964,eval
10000,25.88008689880371,train
10000,-29.662709548324347,eval
11000,28.565811157226562,train
11000,-31.153222703561188,eval
12000,27.138092041015625,train
12000,-38.29284700080753,eval
13000,27.29961395263672,train
13000,-29.42093402594328,eval
14000,27.38134765625,train
14000,-29.223879288882017,eval
15000,26.527267456054688,train
15000,-31.44918290823698,eval
16000,29.280847549438477,train
16000,-34.824677028507,eval
17000,27.32310676574707,train
17000,-32.22564075142145,eval
18000,28.540176391601562,train
18000,-32.86690944172442,eval
19000,28.217792510986328,train
19000,-32.58565856516361,eval
1000,2055.207275390625,train
1000,-31.71033400297165,eval
2000,77.04167175292969,train
2000,-29.991383415460586,eval
3000,68.88372802734375,train
3000,-35.46480181850493,eval
4000,78.27742004394531,train
4000,-32.533706771209836,eval
5000,68.715087890625,train
5000,-32.866731787845495,eval
6000,71.38199615478516,train
6000,-35.502208738029005,eval
7000,72.65969848632812,train
7000,-33.630536671727896,eval
8000,72.59732055664062,train
8000,-26.552958139032125,eval
9000,79.87197875976562,train
9000,-29.6972224842757,eval
10000,73.54603576660156,train
10000,-31.580075754597782,eval
11000,74.53932189941406,train
11000,-34.77958733215928,eval
12000,76.77741241455078,train
12000,-32.57317545153201,eval
13000,75.17510223388672,train
13000,-30.843696877360344,eval
14000,81.69556427001953,train
14000,-35.2975640963763,eval
15000,76.98645782470703,train
15000,-34.813554524630305,eval
16000,77.60942840576172,train
16000,-30.131813315302132,eval
17000,79.54183959960938,train
17000,-36.81553275845945,eval
18000,80.36162567138672,train
18000,-32.22218501083553,eval
19000,77.85105895996094,train
19000,-29.903726095706226,eval
20000,76.85997772216797,train
20000,-35.05500464439392,eval
21000,81.32600402832031,train
21000,-29.438929617404938,eval
22000,82.95629119873047,train
22000,-24.4495921831578,eval
23000,81.71026611328125,train
23000,-31.650674211233856,eval
24000,78.14627075195312,train
24000,-36.37335314005613,eval
25000,83.54206848144531,train
25000,-41.14247124493122,eval
26000,77.812744140625,train
26000,-33.90268601998687,eval
27000,80.19257354736328,train
27000,-26.94946593269706,eval
28000,83.14542388916016,train
28000,-30.807248604297637,eval
29000,80.09843444824219,train
29000,-32.67652920074761,eval
30000,83.10010528564453,train
30000,-21.87584046572447,eval
